ownership_date,committer_id,ownership_count_90,ownership_count_80,ownership_count_70,commits_since_last_date,num_changed_loc_since_last_date,active_since_last_date,ownership_count_simple_majority,total_num_files_committed_to_so_far,num_files_committed_to_since_last_date,total_commits_so_far,minority_contributor_count,ownership_count_100
2012-03-18 10:01:57,37,0,0,0,2,74,t,0,1,1,2,0,0
2012-03-18 10:01:57,34,17,17,26,0,0,f,161,286,0,304,15,17
2012-03-18 10:01:57,32,0,0,0,2,40,t,0,1,1,2,1,0
2012-03-18 10:01:57,25,0,0,0,52,2549,t,8,17,9,240,2,0
2012-03-18 10:01:57,12,0,0,0,0,0,f,0,2,0,1,0,0
2012-03-18 10:01:57,58,10,13,14,32,746,t,4536,4651,17,186,78,9
2012-03-18 10:01:57,1,3780,3780,3780,0,0,f,3798,3805,0,18,3,3780
2012-03-18 10:01:57,10,354,361,377,13199,5012831,t,61538,66671,66671,1102,131,350
2012-03-18 10:01:57,26,107,112,129,303,14678,t,352,1047,209,905,53,107
2012-03-18 10:01:57,42,0,1,1,0,0,f,1,6,0,9,0,0
2012-03-18 10:01:57,18,3760,3773,3804,0,0,f,5215,12995,0,1036,141,3758
2012-03-18 10:01:57,59,15,16,18,26,387,t,58,204,14,169,35,14
2012-03-18 10:01:57,78,3886,3891,3899,35,2737,t,3960,4156,28,498,47,3886
2012-03-18 10:01:57,13,2,2,2,0,0,f,18,63,0,9,15,2
2012-03-18 10:01:57,49,0,0,0,0,0,f,1,68,0,33,28,0
2012-03-18 10:01:57,22,20,20,22,0,0,f,48,284,0,104,30,20
2012-03-18 10:01:57,63,0,0,0,0,0,f,0,1,0,2,1,0
2012-03-18 10:01:57,9,1613,1619,1645,22,1256,t,2857,10983,9,876,107,1613
2012-03-18 10:01:57,24,3769,3774,3775,75,2458,t,4357,5669,66,512,131,3769
2012-03-18 10:01:57,70,0,0,0,0,0,f,0,87,0,11,18,0
2012-03-18 10:01:57,64,4,4,4,90,1481,t,6,66,62,56,34,4
2012-03-18 10:01:57,45,0,0,0,0,0,f,0,28,0,8,5,0
2012-03-18 10:01:57,27,147,164,194,0,0,f,462,1914,0,621,140,144
2012-03-18 10:01:57,55,3,3,4,0,0,f,21,68,0,144,13,3
2012-03-18 10:01:57,68,9,9,9,46,1784,t,63,272,46,107,60,9
2012-03-18 10:01:57,38,12991,13562,14750,17,148,t,18687,27636,12,4425,31,12919
2012-03-18 10:01:57,60,8,10,20,5804,2659156,t,1000,37903,34619,460,129,8
2012-03-18 10:01:57,74,0,0,0,0,0,f,0,5,0,10,1,0
2012-03-18 10:01:57,6,0,0,0,0,0,f,0,1,0,3,1,0
2012-03-18 10:01:57,71,60,60,63,325,33070,t,98,615,323,355,86,60
2012-03-18 10:01:57,29,49,50,51,0,0,f,123,603,0,218,81,49
2012-03-18 10:01:57,21,10,11,12,0,0,f,17,65,0,78,8,10
2012-03-18 10:01:57,2,24,24,24,161,8438,t,31,234,107,194,31,24
2012-03-18 10:01:57,72,141,188,226,0,0,f,462,772,0,883,8,135
2012-03-18 10:01:57,41,6334,6361,6411,47,1988,t,6901,23579,36,1990,151,6334
2012-03-18 10:01:57,75,72,73,79,477,21610,t,83,301,301,210,82,72
2012-03-18 10:01:57,5,0,0,1,2,19,t,2,9,1,26,7,0
2012-03-18 10:01:57,7,0,0,0,0,0,f,0,8,0,3,0,0
